"biannual_date","key","biannual_cases_C","biannual_cases_CP","onekm","twokm","threekm","fourkm","fivekm","tenkm","fifteenkm","twentykm","thirtykm","fortykm","population","urban","ag","all_cutoffs","clust","mean_temp","sum_precip","mean_temp_centered","mean_temp_centered_sq","sum_precip_centered","sum_precip_centered_sq"
2000-04-01,24,0,0,"1","1","1","1","1","1","1","1","1","1",632.943191001931,0,36.4470731411339,1,10,296.621293056668,0.148603845397082,-0.876825786307279,0.768823459533378,-0.210726541742228,0.044405675394639
2000-04-01,25,0,0,"0","0","0","0","0","1","1","1","1","1",170.957865841401,0,4.33521227708574,3,37,296.560521894147,0.176872756756556,-0.937596948828343,0.879088038452219,-0.182457630382753,0.0332907868848894
2000-04-01,26,0,0,"0","0","0","0","0","0","1","1","1","1",43.4066147942621,0,2.82349979908063,4,22,296.555767699469,0.139603331802528,-0.942351143506471,0.888025677667954,-0.219727055336782,0.0482799788469733
2000-04-01,27,0,0,"1","1","1","1","1","1","1","1","1","1",699.92557403549,0,12.1639326045483,1,38,296.510714967928,0.170487809441036,-0.987403875047391,0.974966412458605,-0.188842577698274,0.0356615191517286
2000-04-01,28,0,0,"0","0","0","0","0","0","0","0","1","1",201.145291523636,0,0.836252669680128,6,39,296.485170785982,0.190389976921032,-1.01294805699337,1.02606376616664,-0.168940410218278,0.02854086220472
2000-04-01,29,0,0,"0","0","0","0","0","0","1","1","1","1",190.398253990216,0,4.05073021870834,4,37,296.555199060546,0.157016096733243,-0.94291978243001,0.889097716097858,-0.202314290406066,0.0409310721025101
2000-04-01,30,0,0,"0","0","0","0","0","0","0","1","1","1",230.528072098213,0,2.91526882609575,5,22,296.556889106122,0.153200789106307,-0.941229736853302,0.885913417536936,-0.206129598033003,0.0424894111852473
2000-04-01,31,0,0,"0","0","0","0","0","0","0","0","1","1",354.829218877437,0.102998569091797,1.38002835997721,6,36,296.516620988719,0.160033139631908,-0.98149785425619,0.963338037909506,-0.199297247507402,0.0397193928640266
2000-04-01,32,0,0,"0","0","0","0","0","0","0","1","1","1",112.60342880339,0,2.81937598215068,5,22,296.564420941853,0.182743712812474,-0.933697901122628,0.8717917705608,-0.176586674326836,0.0311828535498119
2000-04-01,34,1,1,"1","1","1","1","1","1","1","1","1","1",821.34542987725,0.323397867553711,18.5950314308298,1,24,296.557714782678,0.131410252865473,-0.940404060297283,0.884359796623615,-0.227920134273837,0.0519475876074039
2000-04-01,35,0,0,"0","0","0","0","0","0","0","0","0","1",163.986568505217,0,0.242415770602596,7,29,296.456627913141,0.181207932115767,-1.04149092983431,1.08470335692714,-0.178122455023543,0.0317276089836141
2000-04-01,36,0,0,"0","0","0","0","0","0","0","0","0","1",150.924448526431,0,0.105002260864258,7,34,296.46003743403,0.165059474629364,-1.03808140894574,1.07761301159878,-0.194270912509946,0.037741187447447
2000-04-01,37,0,0,"1","1","1","1","1","1","1","1","1","1",1042.9938011279,0.347203868286133,20.0404984246064,1,26,296.569679525149,0.118328525921269,-0.928439317826189,0.86199956688556,-0.241001861218041,0.0580818971105597
2000-04-01,38,2,2,"1","1","1","1","1","1","1","1","1","1",1056.36841457855,0.406073492248536,16.5744112294064,1,25,296.647175497066,0.167177057816299,-0.850943345910139,0.724104577948742,-0.19215332932301,0.0369229019699173
2000-04-01,39,0,0,"0","0","0","0","0","0","0","0","1","1",144.973131885974,0,1.12478660299407,6,31,296.524412283498,0.144398962727487,-0.973706559477648,0.948104463969799,-0.214931424411822,0.0461955171996949
2000-04-01,40,0,0,"0","0","0","0","0","0","0","1","1","1",63.6916081751713,0,0.427111333809647,5,33,296.718054866683,0.162953710165305,-0.78006397629315,0.60849980711028,-0.196376676974004,0.0385637992593524
2000-04-01,41,0,0,"1","1","1","1","1","1","1","1","1","1",592.494924742287,0.179112396240235,33.3204622556796,1,30,296.646412895332,0.138333745028707,-0.851705947644007,0.725403021252176,-0.220996642110602,0.0488395158241616
2000-04-01,42,0,0,"0","0","0","0","0","0","1","1","1","1",236.166553750807,0,4.69931467413562,4,28,296.549651219366,0.120878362716603,-0.948467623609474,0.899590833035403,-0.238452024422707,0.0568593679512871
2000-04-01,43,0,0,"0","0","0","0","0","0","0","0","0","0",84.8827281942029,0,0.0674393021240234,0,12,296.358792105767,0.138450738200005,-1.13932673720819,1.29806541411747,-0.220879648939304,0.0487878193155504
2000-04-01,44,0,0,"0","0","0","0","0","0","1","1","1","1",605.164062930543,0,10.0257240198312,4,9,296.565135033388,0.151630796502527,-0.932983809587427,0.870458788952267,-0.207699590636783,0.0431391199506872
2000-04-01,45,2,2,"1","1","1","1","1","1","1","1","1","1",1346.74243988063,0.46179546850586,9.24053094694331,1,13,294.331673038001,0.253953578052106,-3.16644580497456,10.026379035841,-0.105376809087203,0.0111042718934009
2000-04-01,46,0,0,"0","0","0","0","0","0","1","1","1","1",214.61555833506,0.0243959680786133,1.07981128738966,4,16,294.82807083554,0.213397232103801,-2.67004800743535,7.12915636200951,-0.145933155035509,0.0212964857386178
2000-04-01,47,0,0,"1","1","1","1","1","1","1","1","1","1",135.466394308984,0,0.643989135714661,1,17,293.362251948492,0.191268496159288,-4.13586689448363,17.1053949688856,-0.168061890980022,0.0282447991997808
2000-04-01,48,0,0,"1","1","1","1","1","1","1","1","1","1",214.121009877929,0.0775996237792968,6.6108695032798,1,19,295.953346962285,0.210371806433326,-1.54477188069063,2.38632016337247,-0.148958580705984,0.0221886587659411
2000-04-01,49,0,0,"1","1","1","1","1","1","1","1","1","1",213.759028878696,0,8.27926187876975,1,14,296.169962525681,0.190094004523429,-1.3281563172946,1.76399920316955,-0.169236382615881,0.0286409532009088
2000-04-01,50,0,0,"1","1","1","1","1","1","1","1","1","1",130.164914980271,0,6.95980854519325,1,23,296.216772129829,0.206468190183454,-1.28134671314655,1.64184939929146,-0.152862196955856,0.0233668512581709
2000-04-01,51,0,0,"0","0","0","0","0","1","1","1","1","1",197.953247496099,0,0.871557314537857,3,18,296.447347857509,0.114823956240787,-1.05077098546667,1.1041196638986,-0.244506430898523,0.0597833947507343
2000-04-01,52,0,0,"1","1","1","1","1","1","1","1","1","1",80.5446349032845,0,4.48194839496033,1,20,296.148179634354,0.144003313307119,-1.34993920862183,1.82233586697454,-0.215327073832191,0.0463657487251337
2000-04-01,53,0,0,"1","1","1","1","1","1","1","1","1","1",22.6989374517913,0.095048608215332,3.74483583036802,1,21,296.143070905152,0.185561302211537,-1.35504793782411,1.83615491380138,-0.173769084927773,0.0301956948766356
2000-04-01,54,0,0,"0","0","0","0","0","0","1","1","1","1",41.204540809532,0.00785184924316406,0.744487483901801,4,15,296.454933420994,0.166644180306828,-1.04318542198132,1.08823582463435,-0.192686206832481,0.0371279743034898
2000-04-01,55,0,0,"1","1","1","1","1","1","1","1","1","1",464.185140348527,0.46179546850586,8.88825808154884,1,13,294.32327941109,0.243452552060964,-3.17483943188591,10.0796054182577,-0.115877835078346,0.0134276726624443
2000-04-01,56,1,1,"0","0","0","0","0","0","0","0","1","1",1792.88321958025,0.246680087890625,3.57623979167121,6,55,295.21104398683,0.240341544524124,-2.28707485614541,5.23071139761254,-0.118988842615185,0.0141583446669013
2000-04-01,57,0,0,"0","0","0","0","0","0","0","0","1","1",593.167384697844,0,5.13891273300254,6,54,296.008107710813,0.212065686765348,-1.49001113216218,2.22013317396722,-0.147264700373961,0.0216868919762326
2000-04-01,58,0,0,"0","0","0","0","0","0","0","0","1","1",322.007101877397,0,2.84355195561092,6,57,295.153498736726,0.176237114274994,-2.34462010625009,5.49724344263219,-0.183093272864316,0.0335231465681669
2000-04-01,59,0,0,"0","0","0","0","0","0","0","1","1","1",372.114790709497,0.246680087890625,5.94204078486065,5,55,295.233214884249,0.228328279567268,-2.26490395872696,5.12978994225706,-0.131002107572042,0.0171615521883168
2000-04-01,60,0,0,"0","0","0","0","1","1","1","1","1","1",128.617810940358,0.332663218397671,10.9839548479539,2,56,294.452571148239,0.228198168079707,-3.04554769473663,9.27536076091558,-0.131132219059603,0.0171956588754957
2000-04-01,61,1,1,"0","0","0","0","0","1","1","1","1","1",178.273366491682,0,8.34686710172401,3,56,294.946209060005,0.24927126323746,-2.55190978297088,6.51224354042249,-0.11005912390185,0.0121130107540427
2000-04-01,62,0,0,"0","0","0","0","0","0","0","0","0","1",1255.45629933748,0.133560248657227,4.83882504026001,7,49,296.231810944397,0.142099867732507,-1.2663078985791,1.60353569400382,-0.217230519406803,0.0471890985617494
2000-04-01,63,0,0,"0","0","0","0","0","1","1","1","1","1",530.608431912444,0.0235429218139648,2.33451436646944,3,19,295.866583738394,0.232490776180049,-1.6315351045813,2.66190679748112,-0.12683961095926,0.0160882869082965
2000-04-01,64,0,0,"0","0","0","0","0","0","0","0","1","1",1416.37179601834,0,2.51410236622434,6,54,296.112789388521,0.206846451976229,-1.38532945445507,1.9191376973808,-0.15248393516308,0.0232513504828185
2000-04-01,65,1,1,"0","0","0","0","0","0","0","0","0","1",164.052885179325,0.0287993586425781,1.21282355982259,7,50,296.179562490755,0.208627232006121,-1.31855635222109,1.7385908539826,-0.150703155133189,0.0227114409670981
2000-04-01,66,0,0,"0","0","0","0","0","0","0","0","0","1",364.2033813239,0.0340280093994141,1.38953627294036,7,52,296.070385932652,0.177070950412473,-1.42773291032364,2.03842126322121,-0.182259436726837,0.0332185022759838
2000-04-01,67,0,0,"0","0","0","0","0","0","0","0","0","1",1448.0177274255,0,2.68641359793055,7,32,296.331471134385,0.140321764759578,-1.16664770859086,1.3610668759603,-0.219008622379731,0.0479647766766677
2000-04-01,68,0,0,"0","0","0","0","0","0","0","0","0","1",794.218658529605,0.00611044537353516,2.72006070571576,7,51,296.28116338837,0.171896894043135,-1.21695545460602,1.48098057849535,-0.187433493096174,0.0351313143342337
2000-04-01,69,2,2,"0","0","0","0","0","0","0","0","0","1",851.469830387188,0,1.56717743062361,7,53,296.386021130515,0.1644001347593,-1.11209771246052,1.23676132205993,-0.19493025238001,0.0379978032929343
2000-04-01,70,1,1,"1","1","1","1","1","1","1","1","1","1",945.770261125464,1.72374796612549,34.1388262912033,1,61,296.826323278603,0.138818169197953,-0.671795564373099,0.45130928031137,-0.220512217941357,0.0486256382614164
2000-04-01,71,0,0,"1","1","1","1","1","1","1","1","1","1",349.124601751493,0.346900824035645,12.6166680374265,1,66,296.703507166747,0.116654229809446,-0.794611676228556,0.631407715998755,-0.242676157329863,0.0588917173363886
2000-04-01,72,0,0,"1","1","1","1","1","1","1","1","1","1",217.954716916553,0.107701077392578,6.67285681547374,1,68,296.641014208748,0.166256055550245,-0.857104634227369,0.734628354014032,-0.193074331589065,0.0372776975185641
2000-04-01,73,0,0,"1","1","1","1","1","1","1","1","1","1",206.754360707476,0.149904596130371,19.0603072779938,1,69,296.870234878065,0.125540190345551,-0.627883964910325,0.39423827339151,-0.233790196793759,0.0546578561168644
2000-04-01,74,2,2,"1","1","1","1","1","1","1","1","1","1",304.901151061307,2.1645998744507,26.682328771692,1,58,297.085856198123,0.045339530303463,-0.412262644852603,0.169960488340864,-0.313990856835847,0.0985902581765092
2000-04-01,75,0,0,"0","0","0","0","0","0","0","1","1","1",74.2982407138266,0,2.38376058927145,5,59,297.00547656483,0.118151391351833,-0.492642278146093,0.242696414216972,-0.241178995787477,0.0581673080090558
2000-04-01,76,0,0,"1","1","1","1","1","1","1","1","1","1",84.9294597672426,0.0877955924072265,12.2575123537769,1,60,297.028277869437,0.105146697216793,-0.46984097353851,0.220750540415615,-0.254183689922517,0.064609348222626
2000-04-01,77,0,0,"0","0","0","0","1","1","1","1","1","1",66.8163764210424,0.642543654359107,21.5621128699045,2,61,296.813621019295,0.110708083419429,-0.684497823680658,0.468537270623558,-0.248622303719881,0.0618130499069806
2000-04-01,78,1,1,"1","1","1","1","1","1","1","1","1","1",2123.55950630037,1.72374796612549,37.5986103174098,1,61,296.826323278603,0.127562641965686,-0.671795564373099,0.45130928031137,-0.231767745173623,0.0537162877028656
2000-04-01,79,0,0,"1","1","1","1","1","1","1","1","1","1",234.24550732924,0.221086303405762,11.8120513606567,1,62,296.754786369934,0.110245204724367,-0.743332473041164,0.552543165477493,-0.249085182414943,0.0620434280986852
2000-04-01,80,0,0,"0","0","0","1","1","1","1","1","1","1",164.878087081994,0.0166607393188477,23.2689815463173,2,63,296.819906645607,0.117974128844541,-0.678212197368282,0.459971784659113,-0.241356258294769,0.0582528434180512
2000-04-01,81,0,0,"1","1","1","1","1","1","1","1","1","1",191.359488611121,0,19.6428012066516,1,64,296.865452487039,0.133236833922512,-0.632666355937033,0.400266717934645,-0.226093553216797,0.0511182948061967
2000-04-01,82,0,0,"0","0","0","0","0","0","1","1","1","1",368.916182873605,0.0727908192138672,4.60154889541733,4,65,296.741969557048,0.105051153902705,-0.756149285927904,0.57176174260928,-0.254279233236605,0.0646579284553957
2000-04-01,83,0,0,"1","1","1","1","1","1","1","1","1","1",125.715458309859,0.100665081359863,12.0236077295032,1,67,296.662430200094,0.135983005043957,-0.835688642881962,0.698375507841896,-0.223347382095352,0.0498840530888473
2000-04-01,84,1,1,"0","0","0","1","1","1","1","1","1","1",310.274456863298,0.182017010417863,14.271395141335,2,25,296.672889996373,0.143600331730581,-0.825228846603125,0.681002649265923,-0.215730055408728,0.0465394568066529
2000-04-01,85,0,0,"0","0","0","1","1","1","1","1","1","1",49.526529977288,0.0866606015625,7.59021315450797,2,67,296.690036760849,0.147621325516142,-0.808082082126873,0.652996651454502,-0.211709061623168,0.0448207267733623
2000-04-01,86,0,0,"0","0","0","0","0","0","1","1","1","1",51.8216359503877,0.0210066762695312,6.72302224740125,4,70,296.73360886363,0.1235979408616,-0.764509979345632,0.584475508519059,-0.23573244627771,0.0555697862280735
2000-04-01,87,0,0,"0","1","1","1","1","1","1","1","1","1",1327.55451617459,1.72374796612549,33.855508195724,2,61,296.826323278603,0.138818169197953,-0.671795564373099,0.45130928031137,-0.220512217941357,0.0486256382614164
2000-04-01,88,0,0,"0","0","0","0","0","0","0","0","0","0",312.491954251157,0.320971729736328,3.17826500353789,0,40,292.921287540343,0.385375172917347,-4.57683130263257,20.9473847727573,0.0260447857780373,0.000678330866223852
2000-04-01,89,0,0,"0","0","0","0","0","0","0","0","0","0",65.3009003279126,0.0192010375366211,1.07221091429874,0,43,294.427449081904,0.238647264123952,-3.07066976107166,9.42901278155986,-0.120683123015358,0.01456441618074
2000-04-01,90,0,0,"0","0","0","0","0","0","0","0","0","0",187.407177200783,0.00784828692626953,2.64855536620784,0,40,292.353019159014,0.366660896330026,-5.14509968396175,26.4720507579033,0.00733050919071643,5.3736364995178e-05
2000-04-01,91,0,0,"0","0","0","0","0","0","0","0","0","0",58.4168544147734,0,0.870628563224523,0,41,295.214302785318,0.247632380185112,-2.28381605765725,5.21581578521309,-0.111698006954198,0.01247644475754
2000-04-01,92,0,0,"0","0","0","0","0","0","0","0","0","0",69.5370055908279,0,2.69990867096689,0,42,293.546052107109,0.339379263012585,-3.95206673586694,15.6188314847459,-0.0199511241267246,0.000398047353919973
2000-04-01,93,0,0,"0","0","0","0","0","0","0","0","0","0",9.33341247372434,0,0.884355844096103,0,45,295.605573103432,0.219178366533161,-1.89254573954332,3.58172937626358,-0.140152020606149,0.0196425888799863
2000-04-01,94,1,1,"0","0","0","0","0","0","0","0","0","0",96.2345964538762,0,1.0729387120548,0,43,294.08415895199,0.30748709589898,-3.41395989098601,11.6551221372612,-0.0518432912403294,0.00268772684662961
2000-04-01,95,0,0,"0","0","0","0","0","0","0","0","0","0",304.55482440444,0,1.00349886114286,0,48,296.228565626019,0.169962055228043,-1.26955321695658,1.6117653706848,-0.189368331911267,0.0358603651308556
2000-04-01,96,0,0,"0","0","0","0","0","0","0","0","0","0",186.86940400184,0,1.30080369037583,0,44,296.12971266422,0.197124848843787,-1.36840617875515,1.87253547005528,-0.162205538295523,0.0263106366537404
2000-04-01,97,0,0,"0","0","0","0","0","0","0","0","0","0",143.864831281414,0,1.22957163287066,0,46,296.382080021765,0.153274702145992,-1.11603882121034,1.24554265044856,-0.206055684993317,0.0424589453180652
2000-04-01,98,0,0,"0","0","0","0","0","0","0","0","0","0",197.317982842012,0,0.783614677673341,0,47,295.973968779998,0.133880773052959,-1.52415006297764,2.32303341447474,-0.225449614086351,0.0508275284916845
2000-04-01,99,1,1,"1","1","1","1","1","1","1","1","1","1",4627.61020403605,11.3464512577572,34.2135253416445,1,1,296.722031320144,0.157090455156055,-0.776087522831858,0.60231184309529,-0.202239931983255,0.0409009900885916
2000-04-01,100,0,0,"1","1","1","1","1","1","1","1","1","1",8219.90562956273,11.6491854993408,34.5562355729105,1,1,296.722585346801,0.1372962103722,-0.77553349617466,0.601452203688891,-0.22203417676711,0.0492991756526481
2000-04-01,101,0,0,"0","1","1","1","1","1","1","1","1","1",24523.8825715896,12.1774915344838,36.4758701594252,2,1,296.723017156594,0.17042735116425,-0.775101686381561,0.600782624231539,-0.18890303597506,0.0356843570005948
2000-04-01,102,0,0,"0","0","0","0","0","1","1","1","1","1",74.5559893389014,0,5.56755296086619,3,56,294.236854179982,0.254682200189438,-3.26126466299377,10.6358472020918,-0.104648186949872,0.0109512430318954
2000-04-01,103,0,0,"0","0","0","0","0","0","0","0","0","1",144.813765459212,0,1.64880192650482,7,32,296.296467914979,0.158879015828159,-1.20165092799624,1.44396495275423,-0.200451371311151,0.0401807522605209
2000-04-01,104,0,0,"0","0","0","0","0","1","1","1","1","1",148.238062516465,0,3.32299960924529,3,71,296.61206652492,0.158647262729419,-0.886052318055306,0.785088710331181,-0.200683124409891,0.0402737164229158
2000-04-01,105,5,5,"1","1","1","1","1","1","1","1","1","1",24683.1227967376,11.6972112734097,34.4906162010372,1,1,296.722904193695,0.174877033127286,-0.775214649280997,0.600957752459859,-0.184453354012023,0.0340230398062848
2000-04-01,106,0,0,"1","1","1","1","1","1","1","1","1","1",24683.1227967376,11.6972112734097,34.4906162010372,1,1,296.722904193695,0.174877033127286,-0.775214649280997,0.600957752459859,-0.184453354012023,0.0340230398062848
2000-10-01,1,0,0,"1","1","1","1","1","1","1","1","1","1",7650.39399592626,11.8421407605314,34.4906162010372,1,1,298.208428728098,0.49950168661923,0.71030988512257,0.504540132902838,0.140171299479921,0.0196479931978896
2000-10-01,2,2,2,"1","1","1","1","1","1","1","1","1","1",230.039709929516,11.6742440438772,33.130235519894,1,1,298.208450017304,0.50001782719707,0.710331174327905,0.504570377222061,0.140687440057761,0.019792955790006
2000-10-01,3,1,1,"0","0","0","0","0","0","1","1","1","1",1810.44579660337,0,12.0602567380831,4,4,298.097989827005,0.521488894089431,0.599870984029224,0.359845197480189,0.162158506950122,0.0262953813762927
2000-10-01,4,3,3,"1","1","1","1","1","1","1","1","1","1",696.427828726336,10.1225355424178,31.02076471047,1,1,298.197627186662,0.491224200386294,0.699508343686148,0.489311922886538,0.131893813246985,0.0173959779728304
2000-10-01,5,0,0,"0","0","0","0","0","0","0","0","0","1",170.694382729789,0,0.864898792724611,7,27,298.25883889322,0.358395675250882,0.760720050244458,0.578694994843931,-0.000934711888427198,8.73686314367138e-07
2000-10-01,6,1,1,"0","0","0","0","0","0","0","0","0","1",548.035637651091,0,1.54408506945489,7,6,298.323199474635,0.456587571848722,0.825080631659318,0.68075804873934,0.0972571847094127,0.00945895997760083
2000-10-01,7,0,0,"0","0","0","0","0","0","0","0","0","0",81.8481078320948,0,0.850594734130861,0,2,298.343559240322,0.28900248431132,0.845440397346636,0.714769465465637,-0.0703279028279892,0.0049460139161831
2000-10-01,8,0,0,"0","0","0","0","0","0","0","0","0","0",356.207572965734,0,0.37455329498291,0,7,298.257987322753,0.346497180237931,0.759868479777651,0.577400106559599,-0.0128332069013783,0.000164691199373585
2000-10-01,9,0,0,"1","1","1","1","1","1","1","1","1","1",675.851138737113,11.086780176656,32.5330677924934,1,1,298.205347356828,0.454954449035156,0.707228513852044,0.500172170805371,0.0956240618958463,0.00914396121346064
2000-10-01,10,5,5,"0","0","1","1","1","1","1","1","1","1",1069.20599241886,1.05987920453767,38.9989464651195,2,3,298.196743925578,0.44709968817074,0.698625082602007,0.488077006040661,0.0877693010314305,0.00770345020354588
2000-10-01,11,0,0,"0","0","0","0","0","1","1","1","1","1",1011.73567952198,0.627569199778597,27.7229226019997,3,3,298.199881630372,0.387702485463525,0.701762787396262,0.492471009774172,0.028372098324215,0.000804975963318924
2000-10-01,12,5,5,"0","0","0","1","1","1","1","1","1","1",482.046712622807,3.12103543787241,32.107171936489,2,3,298.202857362713,0.393606222447553,0.704738519737703,0.496656381202088,0.0342758353082435,0.00117483288607783
2000-10-01,13,0,0,"1","1","1","1","1","1","1","1","1","1",567.930784120986,10.647603709029,30.6703979630888,1,1,298.204507633289,0.360061403788259,0.706388790313554,0.498985123080646,0.00073101664894959,5.34385341041487e-07
2000-10-01,14,0,0,"0","1","1","1","1","1","1","1","1","1",4872.58527077772,12.1612655198215,35.7930203836333,2,1,298.208538306274,0.385898384004047,0.710419463298535,0.504695813833379,0.0265679968647369,0.000705858457404671
2000-10-01,15,0,0,"0","0","0","0","1","1","1","1","1","1",209.290422191824,7.43144943438125,34.3252222702702,2,1,298.208538306274,0.411203196069886,0.710419463298535,0.504695813833379,0.051872808930576,0.00269078830634804
2000-10-01,16,1,1,"0","0","0","0","1","1","1","1","1","1",189.24227225843,0.332233889011757,36.1788707743675,2,11,298.160272905352,0.401801697286705,0.662154062376374,0.438448002321534,0.042471310147395,0.00180381218563621
2000-10-01,17,0,0,"1","1","1","1","1","1","1","1","1","1",770.489137902753,0,50.0517002241557,1,10,298.101459413642,0.528445247444975,0.603340570666035,0.364019844211616,0.169114860305666,0.0285998359762048
2000-10-01,18,0,0,"1","1","1","1","1","1","1","1","1","1",384.229054727153,0,46.653898077095,1,8,298.142056994022,0.416202951054961,0.643938151046655,0.414656342373384,0.056872563915651,0.00323448852633981
2000-10-01,19,0,0,"0","1","1","1","1","1","1","1","1","1",1637.0112775899,11.9518394930658,36.2454654314812,2,1,298.208538306274,0.430181805119265,0.710419463298535,0.504695813833379,0.0708514179799554,0.00501992342977034
2000-10-01,20,0,0,"0","0","0","0","0","0","1","1","1","1",1320.39288249838,0.000872569580078125,13.8628119810421,4,11,298.150657350146,0.431034393910212,0.652538507170618,0.425806503340459,0.071704006770902,0.00514146458700156
2000-10-01,21,0,0,"0","0","0","0","0","0","1","1","1","1",310.261413952484,0,15.0620190318251,4,5,298.07766871865,0.386310682509259,0.579549875674331,0.335878058394133,0.0269802953699496,0.000727936338249725
